BlockId,Replicate,mqcClass,mqcConfidence,MedianExcess,NumExcess,ExcessHSA,ExcessCRX,LS3x3,Beta,Gamma,DBSumPos,DBSumNeg
484,1,Good,0.872185,56.61883,38.0,-120.90538,108699.22772,-6.21106,0.9819,0.97346,1.21209,-1.55023
485,1,Good,0.883075,76.68024,51.0,-198.17797,50686.59737,-8.74001,0.9666,0.90737,0.9859,-1.55142
486,1,Good,0.840342,65.47338,35.0,-68.92982,82682.6003,-7.15213,0.99898,0.99202,0.9581,-1.30889
487,1,Good,0.830488,97.86473,55.0,-272.86555,55370.73267,-16.81328,0.91694,0.87559,0.73038,-2.84914
488,1,Good,0.99752,100.67974,45.0,87.15029,97582.33295,-14.40027,1.07827,1.06531,4.01657,-2.40833
489,1,Good,0.991431,65.44072,44.0,-326.41096,83721.49425,-25.79689,0.8407,0.83643,1.59788,-3.84419
490,1,Good,0.985459,41.49295,26.0,146.64541,118698.17002,-3.63916,1.02378,1.01782,3.58855,-1.08705
491,1,Good,0.97811,48.6028,41.0,-191.63836,134286.0799,-6.06287,0.97095,0.9667,1.72216,-2.77794
492,1,Good,0.960037,74.5192,43.0,-217.64791,119004.12213,-13.34263,0.98109,0.97598,0.89285,-2.40747
493,1,Good,0.969021,33.5318,37.0,-300.86515,143355.76146,-15.02327,0.97217,0.96631,0.7061,-3.19914
494,1,Good,0.962816,58.11591,31.0,-167.39931,115352.01222,-6.69828,0.98818,0.97432,1.49857,-2.13268
495,1,Good,0.985243,40.72404,32.0,-252.12041,144251.35579,-5.36601,0.97673,0.97017,1.06209,-3.13962
496,1,Good,0.985243,60.93103,58.0,-242.23532,72024.1995,-6.4909,0.97539,0.93569,1.61437,-2.09004
